,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2023-07-06,3.60727202006096,0.33811302842765023,2.1937595677845083,1.8174039121508738,1.285423081496667,0.2130443766760448,2.075990932906734,0.16139542618393526,1.2286081890727205,4.464910605684847
2023-07-07,3.5860199711019822,0.3418534450604085,2.1905260665424238,1.7757371885382023,1.2786806862929778,0.2119791218591115,2.0513544704714874,0.16292877437621928,1.2054318302361549,4.464910605684847
2023-07-10,3.5470907019196725,0.3348730770564171,2.2706707480740937,1.782366099907691,1.2462535397759804,0.21458391946459573,2.0185658909882496,0.16169060251561973,1.2134645535964381,4.464910605684847
2023-07-11,3.5371237029846405,0.33921934544355026,2.2818462785767526,1.7912610686180996,1.2536380208771811,0.2176410269358802,2.0224592841217777,0.16255309806929333,1.2113575720971876,4.464910605684847
2023-07-12,3.568907090514119,0.3445402379236916,2.3022838133294403,1.819534453842181,1.2727947070680823,0.2257034071664962,2.0512328196728644,0.1682916004854223,1.2060244153636377,4.464910605684847
2023-07-13,3.583387644742611,0.35375958658269546,2.303344351273795,1.8210562999436848,1.3328331914441347,0.22867300548250716,2.084446893162483,0.17624582045313558,1.2347315322521129,4.464910605684847
2023-07-14,3.586209052472384,0.3547605171057457,2.2987393945933086,1.848958383000526,1.3422509719585558,0.2253605173504542,2.1001409813400227,0.17429847029765266,1.2392089636750931,4.464910605684847
2023-07-17,3.6482698568623197,0.35181033839667897,2.355057988343254,1.8701301054229114,1.3340104037317744,0.22663735344296412,2.1031218988876135,0.17810113927898866,1.2222215962964442,4.464910605684847
2023-07-18,3.643380171961071,0.3498874569304602,2.3371558148312923,1.8722606471142185,1.32448566370997,0.22768071976919024,2.1868255944264865,0.1820610034492074,1.2144522319468425,4.464910605684847
2023-07-19,3.669145195318362,0.3565517257456579,2.331826876184955,1.8740190296223196,1.3059709812032771,0.2305700677538675,2.15999885003843,0.18046247676397198,1.226369582775028,4.464910605684847
2023-07-20,3.6320965741749927,0.3423276038918916,2.298118373525355,1.8836576739371658,1.275684175820187,0.22072734893314422,2.110056751179245,0.17449397650910994,1.246385524069617,
2023-07-21,3.6097167172877973,0.3424329501915709,2.3198750693473547,1.886702008902148,1.2844597882237934,0.21470062074207125,2.091198985467381,0.16985177224698783,1.2520480163337655,
2023-07-24,3.6249504020745875,0.33927203868997513,2.3323962133239236,1.907230540842101,1.3006200461552069,0.2127671299283467,2.099350156552708,0.17101330742873994,1.2570519469505141,
2023-07-25,3.6413118947895953,0.3401412963867188,2.3748226146189686,1.9114924812406815,1.3078974033224178,0.21485386258079894,2.135058355202893,0.17510347005006763,1.259948896068012,
2023-07-26,3.65786130708471,0.33755984982311504,2.3104063293813892,1.9148063477269492,1.3834537308791595,0.21784532698373948,2.054699962029881,0.1742332918047013,1.2615292689596966,
2023-07-27,3.6337895930814006,0.337823275862069,2.311544596699256,1.900128235278431,1.3848449443948687,0.22743264273991662,2.0118137986833515,0.17595064412145114,1.241315835760546,
2023-07-28,3.6828737807788507,0.3482543280298226,2.327739165754382,1.9051674891581114,1.4188776345088572,0.23747968401227681,2.058350053566164,0.17920898342108232,1.2530353664427771,
2023-07-31,3.69453379862029,0.35212641748888746,2.324790129601747,1.896205244694377,1.4203758897452525,0.23245982639373297,2.0434460334058073,0.1791284980795393,1.2342705719230718,
2023-08-01,3.678736645540752,0.34688458497496866,2.38002213996281,1.8786184200574854,1.4078546392506575,0.23545857202439086,2.0460008893694193,0.1782774753454602,1.230056827752166,
2023-08-02,3.6217531551845994,0.33771792956238966,1.3267210668235339,1.86806683948493,1.3739290730706584,0.229329705011277,1.9922261281797506,0.05740732638607848,1.2398670876673035,
2023-08-03,3.595235582164158,0.33956179125555636,2.8703025919119898,1.8861269511890075,1.37467803626225,0.22851250481983973,1.9871162270599938,0.08867550678116075,1.2320319656253793,
2023-08-04,3.4225923826368656,0.3676413028176261,2.8595023709847354,1.8670180661966207,1.3710396043185538,0.226717648581853,1.9939294285530027,0.08900420567203186,1.2154398008834493,
2023-08-07,3.3635403246616637,0.37462165072503223,2.9094819647863206,1.888561947802212,1.4076405558092848,0.23097136421809122,2.008103165536556,0.09047233169398,1.2305175692536117,
2023-08-08,3.381406335807825,0.3686159068140491,2.864399665040397,1.8808170945180842,1.4062491778669692,0.22811123075939363,1.9834057831057317,0.08897233502027264,1.2143863648407227,
2023-08-09,3.3511277571570735,0.3631106482611763,2.7592176665187726,1.8929243733227976,1.3876277002794997,0.22269005427284846,1.9601682102583808,0.08476913521553305,1.2113575720971876,
2023-08-10,3.3469903314714013,0.3649808364809702,2.7338222490757857,1.8989787626141246,1.3879486610149523,0.22307678828163754,1.964426366595245,0.08443845153818874,1.2098432851392178,
2023-08-11,3.348120172532634,0.3645857376157096,2.6912040303468774,1.9039503122324963,1.3865572830726367,0.220085323878697,1.9527465655797254,0.08138464842416739,1.211752665320109,
2023-08-14,3.379569545352494,0.3702754024344843,2.7701479921482397,1.8989104155908416,1.405500214675378,0.22340511564224488,1.9711786480926758,0.08715758619282764,1.2089872315872556,
2023-08-15,3.341717546220598,0.3626364894296932,2.732589315691871,1.8889000406007723,1.3889118720745226,0.2203115124172635,1.9579175758875924,0.08753009487248063,1.194041525670725,
2023-08-16,3.325145769462317,0.355787854541764,2.7016805201621534,1.8907263416241733,1.3773538326394976,0.2147225540403336,1.9531625999594633,0.08662570904528674,1.193119386185048,
2023-08-17,3.2767467475909466,0.352916655412579,2.6825773232683616,1.850345034833404,1.390410127310918,0.2080099566020663,1.9317047612686362,0.08634285035694596,1.174947067379028,
2023-08-18,3.285974557451213,0.3509147541733081,2.6784907600825703,1.8430057643551534,1.364083125673492,0.20666741022987972,1.9292662587127272,0.08625320036563375,1.173169311996579,
2023-08-21,3.3113983049095452,0.3547605171057457,2.805954336840878,1.8371547021017438,1.373822031349972,0.21151948595803882,1.9621848134660334,0.09355999024623379,1.165729283177576,
2023-08-22,3.337574311583454,0.35362787356321845,2.775629226720306,1.8207861256604247,1.3814204314659388,0.2098413309975276,1.9657202543274088,0.09097233818976168,1.156840615679128,
2023-08-23,3.410830127249525,0.3569731913307161,2.843058157054019,1.829207164541673,1.416630251654264,0.21468603588285903,1.9933960948028975,0.09385680327625393,1.1727741093598603,
2023-08-24,3.3215671649082164,0.34727968384022917,2.7713153629665292,1.8016596718407363,1.3889118720745226,0.20922112722245476,1.9505411482242883,0.09395043044505841,1.1665852273157409,
2023-08-25,3.3635623986772556,0.35102010047298743,2.7627531980246025,1.8094525180189565,1.3899821248547792,0.20830909184047156,1.9688903644078504,0.09166954576915591,1.181333769569102,
2023-08-28,3.393316138562545,0.350704021380779,2.792785955226084,1.8168391386293248,1.4020753728932356,0.21178214784652472,1.9732796311699796,0.09329704786353782,1.186798769928689,
2023-08-29,3.467325375234487,0.3553663889567058,2.886356491736066,1.8391352659990128,1.4401748262602714,0.21742214202880863,2.001991489955357,0.09717951834148257,1.1912758731102766,
2023-08-30,3.533802434980733,0.355787854541764,2.8939788415349468,1.837407093303711,1.4541943319912622,0.21531354328942678,2.004308341712643,0.09813569873062639,1.1922635514606807,
2023-08-31,3.5379450887227297,0.36353207365306406,2.9932579131849795,1.8611942142001292,1.4572980486113456,0.21588997008308533,1.9980296091249368,0.09831697589517815,1.1796987991924441,
2023-09-01,3.5678882004259935,0.3638218262186453,2.8298902856537436,1.8611942142001292,1.451840071842589,0.21624748956589476,2.0035158141925327,0.096631709670335,1.1624594518380578,
2023-09-05,3.5724078551184997,0.361582865660218,2.8287553134573775,3.8560512580864343,1.4530172019169256,0.21899815816727897,2.033324989668442,0.09670941292007869,1.1547679901123054,
2023-09-06,3.4445391821918507,0.3565517257456579,2.8290792996766143,3.8699269405380057,1.4389976961859348,0.2182831192016602,2.0292407012692677,0.09375497080245106,1.1585474709207704,
2023-09-07,3.3437887278678096,0.3631106482611763,2.7796504824477317,3.883588668918228,1.4475592251481688,0.21791829608735586,2.0111357326456156,0.09212137746682382,1.1696204754733308,
2023-09-08,3.355464429878223,0.3641115787842265,2.7813372516458377,3.9017814790228766,1.4595455958925452,0.21734919532896982,2.037714067238039,0.09078858954780077,1.1687584041625037,
2023-09-11,3.3776862832853896,0.37693967124968203,2.7864942448914074,3.9555094642833413,1.4653243689701483,0.2244046825832791,2.0600868410177307,0.09000365592720048,1.1863955800847497,
2023-09-12,3.3200609037916213,0.37201387763480126,2.739076438187127,3.955580633106238,1.4484152300604465,0.22009988633413166,2.022474230331873,0.08939004512060254,1.1820194658382928,
2023-09-13,3.2807017722004095,0.3815493455791839,2.766352761452502,3.9624477531117868,1.4630773149687675,0.22258061181931274,2.0486263141477847,0.09061526673823352,1.1913683277691989,
2023-09-14,3.3095144619472943,0.3812068997671778,2.8270364007446074,3.9979113118420453,1.4779531544652487,0.22743996877518913,2.0647194093771057,0.0908065134624265,1.2016456751860396,
2023-09-15,3.295767578289669,0.3698012436030012,2.7622985968886336,3.938378815290227,1.4704613850034522,0.21911488184853206,2.0130253876637254,0.08745761594575262,1.1924290945363607,
2023-09-18,3.351509986163907,0.36872125311372844,2.7568502711530103,3.983399586011,1.479130284539585,0.220749259827629,2.0059539383633758,0.0875890985439194,1.1893791849299002,
2023-09-19,3.372224707111758,0.3625311431300138,2.754255320112004,3.994938782578791,1.4773105752879183,0.22258793785458522,2.0034545158118893,0.08670058340396519,1.1823509896448423,
2023-09-20,3.3048068876746806,0.35636731947975603,2.7085031087033125,3.991257698305187,1.4312921721359786,0.21864794231596452,1.9554181533361057,0.08414857385400597,1.1827487087989046,
2023-09-21,3.275428696502033,0.3406681082714563,2.636076116946536,3.929317547046691,1.3959753102269674,0.21577320159427704,1.947858965686068,0.08171410776962594,1.16285717099212,
2023-09-22,3.2916243436525257,0.34011492966692114,2.7036440807365363,3.954164865893518,1.3939420108137466,0.21821743132576113,1.9324972887887466,0.08289548157574564,1.162127928031508,
2023-09-25,3.315917959602051,0.34577826795906863,2.7193298607855274,3.954377029554229,1.4031457901000983,0.21949428982204863,1.9357279404797,0.08411471081122768,1.1558951710545746,
2023-09-26,3.2383306992711556,0.3318438785742983,2.6616100576312913,3.914311220276646,1.3759624546971823,0.21812992217048768,1.9028095749189267,0.08349513043611838,1.1438940092574725,
2023-09-27,3.2095171381815506,0.3318438785742983,2.6636317826607816,3.9891333760821177,1.3970455630072238,0.21723973047165648,1.9067718341344129,0.08460477056100574,1.124333995257238,
2023-09-28,3.2144137938245656,0.3318438785742983,2.713166724509508,4.025236559013128,1.4159880013301462,0.22177801889086526,1.9119538176091855,0.08584193892020527,1.123869861928068,
2023-09-29,3.2242062337678745,0.3348467505297899,2.7085357624324953,3.999257253039848,1.4004700759361537,0.2190419127449157,1.924816261147553,0.08665874319256475,1.123472142774006,
2023-10-02,0.3079305653969178,0.15345474933755807,2.722786564148252,4.044207750143044,0.743587953703744,0.09142905792103384,1.3635147161049244,0.08921475273365385,1.123472142774006,
2023-10-03,0.30553802661555696,0.14783620834350583,2.657174762822116,3.999823022801744,0.7339446033750261,0.0896768841477873,1.3278803436590334,0.08669459862636211,1.123472142774006,
2023-10-04,2.4809501012919664,0.11522177419354838,2.6864587802177238,4.047676223153277,0.6091204288529184,0.12504214022326635,1.3181437793553028,0.08773852787034958,5.351150107146095,
2023-10-05,2.4988075116234394,0.11427822497583204,2.6866220488636383,4.031535671243481,0.608354805155498,0.12471886418128596,1.3197967692839911,0.08902748318695312,5.072044534144601,
2023-10-06,2.5356661143461134,0.1160927411048643,2.7564076600582257,3.946661702508495,0.6196598646117417,0.12907271862424433,1.3524446029562276,0.09116709821414859,5.078064848814289,
2023-10-09,2.557095447422771,0.11636491437112131,2.7910394909293155,3.9568545102758246,0.6234432109972323,0.1302716506931864,1.3630242258804766,0.09019291026037442,5.11196231525205,
2023-10-10,2.5485238023278862,0.11747177031732374,2.799289914800449,3.9789410159174485,0.6218217966033189,0.1316956534504566,1.357114350807998,0.0912388166862892,5.208270621062111,
2023-10-11,2.5686676750815898,0.11960383230640041,2.85195553293459,4.003220774591741,0.63303668906049,0.1341426579591358,1.3737691734492075,0.09324694911531786,5.151880096359501,
2023-10-12,2.581668143023814,0.12005746133865848,2.953177756578266,3.990904539806661,0.6259204160876388,0.1326450011866264,1.3685616395351317,0.09352387625787668,5.0080507221411965,
2023-10-13,2.5550956466186694,0.11775301810233824,2.880065291615908,4.012565375318884,0.6186689272159481,0.12876992297203532,1.354387199593403,0.09056743414468411,5.06887702054755,
2023-10-16,2.553237964756683,0.12025705922034478,2.943296942213319,4.050790642459665,0.6265059825850694,0.13141332562336272,1.3746782666067603,0.09183050358713152,5.103091813401124,
2023-10-17,2.53080895161742,0.11927721884942824,2.8840439444310406,4.065656869597215,0.6292983223752275,0.13257952676263948,1.3722812516488725,0.08753331919993136,5.080598755136275,
2023-10-18,2.5120942005049023,0.11624698023642263,2.8926203953794856,4.067778953806987,0.621371376805189,0.1297028738317317,1.3642225409723245,0.084062901040186,5.133188681745048,
2023-10-19,2.506665256916067,0.1164919299464072,2.8300084003147723,4.003999603219667,0.6204254883091622,0.12800062676066556,1.3692233228872503,0.08387366191610383,5.086618024249404,
2023-10-20,2.469806874532838,0.11356149027424474,2.783702351046267,3.914098161410615,0.6107419124463707,0.1262983671249431,1.3500065454178631,0.08245121640122266,5.06887702054755,
2023-10-23,2.4715211154160364,0.11482257843017578,2.811714403647295,3.909567974891507,0.6147955522304626,0.1284916660935831,1.3609577319534882,0.0856148367622149,5.071411449647814,
2023-10-24,2.4778071794464713,0.11663709455920804,2.8733148984291152,3.906382834364882,0.6251997028909076,0.12789422925110475,1.3659582573522857,0.08698546490150853,5.138258062723857,
2023-10-25,2.444377058490195,0.11013205589786652,2.7706582066667234,3.8932873233492167,0.5657470229195384,0.12256648829821981,1.407863116792918,0.08323216523978479,5.143326920924387,
2023-10-26,2.384232101847213,0.10848084649732036,2.696046476341802,3.8763679428114934,0.5507486802775683,0.11799168437420017,1.3550482416552014,0.08033749485272923,5.113546333439716,
2023-10-27,2.4032324128806333,0.115893143223178,2.7339064344713355,3.844018355784963,0.5502532461794409,0.12142074241940186,1.3629829267838722,0.08068413286731783,5.056839005099572,
2023-10-30,2.4328046104919316,0.12040222383314562,2.743331372164018,3.9279022274366304,0.5605674028396604,0.12384727910296595,1.393977514011292,0.08200098165818835,5.1411077271268155,
2023-10-31,2.4396628960613977,0.12074697248397334,2.743722196485176,3.9106296884003826,0.5588558906462132,0.12327850224151123,1.3972836221267328,0.08124194912083599,5.172788613658405,
2023-11-01,2.4853787037998605,0.12429435483870967,2.781452049912496,3.9414932345966145,0.5695304039047984,0.12760779278140025,1.4301795068947236,0.08431991187710002,5.223160914804446,
2023-11-02,2.5368094557269516,0.12526512761269845,2.781452049912496,3.9428409662050563,0.5742145206870101,0.1272067792108827,1.439477960017788,0.04292416504939967,5.285254950539212,
2023-11-03,2.5236657671453857,0.12574597327939926,11.117727802474253,3.977803657559079,0.5814660095587008,0.12873309596441576,1.45799201155458,0.0519901658998993,5.28398669043252,
2023-11-06,2.5605243698680598,0.12678024691920126,11.094428647735777,4.041063341458454,0.5866455950388092,0.12922411016802068,1.4734067069750811,0.05285195001035346,5.281135980473002,
2023-11-07,2.5975257525511855,0.12947480447830692,11.308422998835445,4.051345669757728,0.589888493026175,0.13045990693855128,1.4899371192942215,0.0530876130161662,5.29634307785287,
2023-11-08,2.61281180155786,0.12890322746769073,11.47606832939281,4.023757679825386,0.5938068477118885,0.13085274091781657,1.500971417055311,0.05380268926584553,5.302995431462786,
2023-11-09,2.605954617685619,0.1275604894084315,11.479216464358107,3.994610689829211,0.5866004769395036,0.13116779967457579,1.490598546130212,0.05423704507294031,5.264029629602774,
2023-11-10,2.6664646767892006,0.13024596552694997,12.06037203226971,4.0928326174799485,0.5971848231990161,0.13453139586044682,1.5277093756550686,0.05583700740129139,5.2881061832770095,
2023-11-13,2.643576916925153,0.12936592409687658,11.926984716258035,4.1007046054565865,0.5949329318069828,0.13470324266468198,1.5153529937703818,0.056166233598866105,5.315035015245602,
2023-11-14,2.6813424368040284,0.13227822857518348,12.254841049262225,4.189849151168039,0.6018240294805385,0.13761674773252194,1.5301889888061655,0.05736303813980925,5.325805816143448,
2023-11-15,2.6894958776320355,0.1299193520699778,12.28557650277476,4.232258607971958,0.6063279506636827,0.136143617169113,1.5308101426100635,0.05647584142335433,5.298560703315602,
2023-11-16,2.7138147421922754,0.12958367101607784,12.085938435382257,4.103187009807439,0.6167321705236666,0.1367492461674999,1.5577267646929573,0.057159728472574965,5.313133670642125,
2023-11-17,2.7135287415924823,0.13171571916149508,12.314923623840937,4.093046123948638,0.6094357711512866,0.13709706098323704,1.5315555784779666,0.05694947807276299,5.2830368022982,
2023-11-20,2.7387053876126575,0.13257762539771295,12.541388333663862,4.1189309857607155,0.6136694681353683,0.13911439194037503,1.5629858583487566,0.058232909482504515,5.275434037775686,
2023-11-21,2.7271183972110142,0.1305544299464072,12.358630969941311,4.143752343653278,0.616912366122734,0.1378908959683636,1.5448897998425044,0.0576957391132869,5.315984903379921,
2023-11-22,2.7367027223957687,0.13310383673637144,12.242751028597374,4.177651083485127,0.6237585532956005,0.13973635499195383,1.5646836103417772,0.05627713980284411,5.360971019909621,
2023-11-24,2.7175342923657055,0.13313105337081416,12.329282863543376,4.193820281965146,0.6156512045278779,0.1384024031263962,1.5629445592521523,0.05519125469472122,5.365722551694338,
2023-11-27,2.714958744591449,0.1340292299947431,11.968674102918992,4.218926315149297,0.6143901813320995,0.13695791997935464,1.5678309349739998,0.05572957156360224,5.332458692531643,
2023-11-28,2.7236855086557132,0.13339415211831368,11.919681437271247,4.212543053618914,0.6179482832187557,0.13871336580520116,1.5847677970979208,0.055243230816000244,5.3495666117367096,
2023-11-29,2.708950969280228,0.1327500066449565,11.850152487133126,4.168998924072583,0.6079944831569019,0.13593495592191457,1.5688246784537856,0.055611751084731084,5.295709470577804,
2023-11-30,2.7172478510870217,0.13254132732268303,11.659960795300032,4.203607114120102,0.5969146681994925,0.13386850972329414,1.569073242581796,0.05402911413013968,5.372162134544391,
2023-12-01,2.7357017202964915,0.13339415211831368,11.713743158621117,4.249573257063456,0.5938969455114222,0.13291506590917007,1.5508527737534743,0.05402333312606768,5.384932039584029,
2023-12-04,2.7098089710796076,0.13140725474203785,11.637793786750953,4.26974423999855,0.5822315640565824,0.1309509211421562,1.528615647135214,0.0525735402055521,5.399296418376929,
2023-12-05,2.7668868026462237,0.13325806894610004,11.501132213309019,4.3144302477546095,0.5899785908257087,0.13024301584147538,1.5426118083679983,0.05379817823063144,5.360990362705972,
2023-12-06,2.751151040832016,0.1311169393600956,11.381729710931921,4.3292549598174315,0.5856096779427875,0.1298992845390362,1.52720750185068,0.052570083068105525,5.347264296192657,
2023-12-07,2.7790457942474536,0.13325806894610004,11.616255419863174,4.354343972154846,0.6167321705236666,0.13363934295701174,1.536110920136659,0.05383283779737896,5.345667208547997,
2023-12-08,2.799645549313155,0.1337479822097286,11.893857862569986,4.353132120768232,0.6079944831569019,0.13615998891627382,1.5496933208550154,0.054884164759878395,5.2888459145428675,
2023-12-11,2.763453473412033,0.1323598784785117,12.963713348920937,4.446354261008645,0.6003377617859257,0.13310329702522236,1.537559851485541,0.053868648273403985,5.357158920693629,
2023-12-12,2.785340231176804,0.13380241547861407,13.50582021928175,4.486552729999723,0.5968696192997256,0.13676150927205014,1.550314474658913,0.055058626731735796,5.377907990617207,
2023-12-13,2.8318318541016088,0.13503628700010237,13.725106787251095,4.575641800254908,0.5970949329980988,0.13697429172651543,1.5502730473042448,0.05555656035478044,5.490912789126165,
2023-12-14,2.8339770789395042,0.1337479822097286,13.936709738175246,4.495674903076613,0.5942572675100185,0.13633186084982155,1.5153228531253444,0.05585924508514734,5.370885509985223,
2023-12-15,2.8262526390111873,0.13606149304297663,14.229553292507479,4.695521072333007,0.597229872098783,0.13704794574175463,1.5351997748500819,0.05648311287698876,5.330983412226167,
2023-12-18,2.8022202157296303,0.13978125664495653,14.446950979497645,4.855311819643961,0.6116426828430918,0.14101714579669994,1.5431503639786874,0.05785447199168522,5.3919545202160135,
2023-12-19,2.817240535365465,0.13952721165072532,14.419493724742404,4.830366754019136,0.6154710781283492,0.1433659323870706,1.5456765348070123,0.05730800174635176,5.361308734678345,
2023-12-20,2.7870568957938997,0.13801209234422251,14.050015007636766,4.711058320623148,0.6230829581981749,0.1429239957309792,1.5347440739487297,0.05558312827967279,5.289165332071799,
2023-12-21,2.784911009937669,0.13957257732268302,14.263983740110739,4.740706845081839,0.6324511917625983,0.14489223657594733,1.5468359877054711,0.05659864917576128,5.330025682417651,
2023-12-22,2.7694614690626995,0.13919153059682537,14.196793967564988,4.786605154057988,0.6372704552441106,0.14460580010624283,1.5511425087200252,0.0564137981531078,5.352690211958261,
2023-12-26,2.7615938084950407,0.13918246299989762,14.322188272359602,4.808130135758379,0.6374056711429501,0.14519504479281264,1.5514739275573723,0.056932531925815044,5.390358478127914,
2023-12-27,2.763024252172898,0.13911894829042495,14.24981171344223,4.860467361122053,0.6322260164633028,0.14642261171346574,1.5490308679545126,0.057091970342467775,5.40759604634636,
2023-12-28,2.769175468462906,0.13915524636545487,14.20223496953005,4.833496695351006,0.6315954010661053,0.1466231436280371,1.5540413974823015,0.05721327000685594,5.407276628817428,
2023-12-29,2.754154928487627,0.13784879253756616,14.124290300850893,4.811483194494764,0.6291633140750046,0.14483903782116694,1.5571885938564602,0.05721327000685594,5.421642053166887,
2024-01-02,2.754154928487627,0.1285603976831204,13.73368311486861,4.742745490398889,0.8448677165618791,0.21251312105786221,1.399731591509382,0.055648977046879,5.421642053166887,
2024-01-03,2.754154928487627,0.12730849952232548,13.394573307861704,4.699301922705869,0.84945370977288,0.2113961828699269,1.3987123731084574,0.0549569498500482,5.421642053166887,
2024-01-04,6.1356572360084165,0.15173781256540353,13.273479976188693,4.725980196716968,0.5453703930261695,0.1642680469947525,1.2147677628262317,0.055452581654537855,2.8096316488165574,
2024-01-05,6.111035886492047,0.15244102935607984,13.276897106723796,4.7818157770300465,0.5427313396401038,0.16655375797649083,1.2141406195340563,0.05672226388754672,2.768176366443091,
2024-01-08,6.258768659319196,0.15649240944491347,13.600442613288807,4.823219349905585,0.5551670270824492,0.169729152532793,1.23705307934946,0.06036842826131625,2.7709617518220324,
2024-01-09,6.244602759225027,0.15887494489508885,13.697114497351517,4.863236985838973,0.5636041096934781,0.16914704457393454,1.2406850499106028,0.06139318729892333,2.739173742441028,
2024-01-10,6.280016730172292,0.1613519547320232,13.672819172206179,4.903910928815073,0.5689222719352123,0.17531799923574426,1.2637296260040911,0.06279111433851213,2.735077508548008,
2024-01-11,6.259779655819846,0.16287384277246134,13.918420995423793,4.909888765888833,0.5681225755428567,0.1749394256298496,1.2698705787626599,0.06333641603611173,2.7221327117580123,
2024-01-12,6.270911007835751,0.16228608044087053,14.015849614276283,4.9803016498524695,0.5704016826154239,0.1772203995373346,1.282548424085326,0.0632070159106402,2.7408125043397944,
2024-01-16,6.193671602521623,0.16075370236426914,14.107968280287462,4.967545272116169,0.5697619623624011,0.17389356391395247,1.2884912024267685,0.06513870027814093,2.722788270185831,
2024-01-17,6.1616288321358805,0.15923181432383104,13.965110940754197,4.9872268362284595,0.5656834923309567,0.17432420174392574,1.2858500016940768,0.0647586091820379,2.727211880780422,
2024-01-18,6.362317871820358,0.16111055577768893,14.474283097119681,5.0099695171506635,0.5737206345936539,0.1779965095770398,1.3003766568524726,0.06597630206492545,2.739173742441028,
2024-01-19,6.461143559047153,0.16304177944300796,15.325725019438456,5.065805097463741,0.5853166316088105,0.18146053145203409,1.3162240657629862,0.06873056466400601,2.7163977159662256,
2024-01-22,6.539732171921502,0.16245401711141716,15.443401220576366,5.047872935742891,0.5837571099893939,0.18067023925137418,1.3090928544618725,0.06891887282410608,2.7054198628012442,
2024-01-23,6.58324242728097,0.16375550228516994,15.51691583767368,5.012010861468575,0.5879556235601071,0.1822887057158179,1.316983427590427,0.06917188766136304,2.7468751451747107,
2024-01-24,6.560306418282644,0.16464763581871938,15.865644453297563,5.004138325790354,0.5945934046470281,0.1848914664617682,1.3290672609476197,0.07089214426208976,2.7134486422364983,
2024-01-25,6.549176105317615,0.16557127149140347,15.563606768335847,4.955956662085752,0.607268933428834,0.18606509840438132,1.3366936015200057,0.07118675498905784,2.7291782877223185,
2024-01-26,6.490149703252882,0.16700919119656826,15.24575647932934,5.006835077484025,0.6085485582391879,0.18651939254381597,1.3335900960712002,0.07050973370897537,2.7504797773322567,
2024-01-29,6.466877041771297,0.1692552921153316,15.408857459820991,5.0588070380645025,0.6138267264460889,0.18977520111520355,1.3527061557781248,0.07216644777066496,2.755231837994654,
2024-01-30,6.342416410900297,0.16688324670131946,15.287260623619883,5.107863627881564,0.6056295466092897,0.18932090697576895,1.3489754047799625,0.07252344130816449,2.7793184446419756,
2024-01-31,6.219642159598213,0.16289483886011025,3.5363271820311275,5.065149240254505,0.5602052925151205,0.1846264663907322,1.312625328785727,0.05417800349030199,2.7614584355219147,
2024-02-01,6.302616606212797,0.16717712786711486,3.596294778693082,5.142673991487021,0.5644438001206669,0.18682223108526802,1.333094966799928,0.05549883816256674,2.8133999693248892,
2024-02-02,6.268550284249441,0.1803283660900874,3.6692091237459077,5.1791743794649765,0.5693221508487747,0.22478011645904122,1.3576584710626602,0.05825762913056686,2.801438912688959,
2024-02-05,6.330274581909179,0.17875399583818818,3.725430875131046,5.191437739710658,0.5745202695512401,0.2174071945945142,1.3392687441136555,0.061050748618485744,2.800620202593472,
2024-02-06,6.384915669759113,0.17753647899970873,3.6641442629869068,5.188736489682219,0.576199711840387,0.21518772999780922,1.338740585772862,0.06007421078477567,2.808812133696395,
2024-02-07,6.388625600905645,0.17898490475635917,3.767267609827948,5.254364045119203,0.5819576855957475,0.2222246683320136,1.3670017097070544,0.06172612040433209,2.8096316488165574,
2024-02-08,6.351861383347283,0.17826069187803395,3.820312242180094,5.2863368591527395,0.5834372805802671,0.22241871400556815,1.3671997818669996,0.061322835916169605,2.84862972753733,
2024-02-09,6.377865709577287,0.18309925709281716,3.846324991777018,5.280789962549794,0.595792918518177,0.22152427882584838,1.3884616062638,0.06351719933589124,2.7473664785686265,
2024-02-12,6.320452953520275,0.18088464229786602,3.7910626304568584,5.273562488077366,0.5899149012235475,0.22189815895019757,1.3709966932613848,0.0636184506567325,2.7955399602048283,
2024-02-13,6.249193805512927,0.17700119887957905,3.751054361135563,5.213995089240403,0.5803582928110362,0.21774317812483687,1.341480771456936,0.06351279652004108,2.7671931629721427,
2024-02-14,6.219136141822451,0.17945721262886447,3.782731502767803,5.27188370954179,0.5835570783804587,0.2239709050231733,1.3544467775161666,0.06507313429177036,2.744909006574373,
2024-02-15,6.209342048281714,0.1782187157180585,3.7912726647693087,5.288892812968158,0.570881611033422,0.22905814496776722,1.344755353169855,0.06397947483458967,2.7504797773322567,
2024-02-16,6.156995704287573,0.17791432850077743,3.7325631736389293,5.285096668257085,0.5618847348042674,0.22398982425838135,1.3364863262137543,0.06393984949193819,2.725246010521643,
2024-02-20,6.131666761125836,0.17536385638005542,3.6758322057318287,5.297506224382739,0.5642838239813341,0.22324687373844934,1.33228560121089,0.061156416198889674,2.7634245741222525,
2024-02-21,6.1573333958217065,0.17694871666811793,3.678529746418061,5.2780158394981065,0.5700019265714001,0.22172144864346574,1.33026776025467,0.05941291456593732,2.76637364785198,
2024-02-22,6.226566394624255,0.1832357076395516,3.9106386651064775,5.361089286667476,0.5761597178055539,0.23029601803085245,1.3615912822508336,0.069157152665101,2.756870063210303,
2024-02-23,6.164087746029807,0.18366603935208145,3.885074688823822,5.386857547554922,0.5756399796570305,0.2293011743140455,1.3572582364555228,0.06940284323325266,2.778990531257287,
